URL,Etiology,Symptoms
https://www.orthobullets.com/knee-and-sports/3095/piriformis-muscles-syndrome,"Pathophysiology
pathoanatomy
sciatic nerve entrapment occurs
anterior to piriformis muscle
or posterior to obturator internus/gemelli complex
at
level of ischial tuberosity
anatomic anomalies
may contribute to compression including
bipartite piriformis
variations of sciatic nerve path
tumors
aneurysm of inferior gluteal artery
Associated conditions
femoroacetabular impingement
decreased internal rotation may contribute to contractures of short external rotators and compression on sciatic nerve","pain in the posterior gluteal region and migrating down the back of the leg
pain may be burning or aching in nature similar to sciatica symptoms"
https://www.orthobullets.com/spine/12297/sacral-insufficiency-fracture,"Pathophysiology
mechanism of injury
low energy trauma (i.e. ground level fall)
Associated conditions
other fragility fractures
(i.e. distal radius, vertebral, hip)","pain
groin, low back, buttock
worse with weightbearing"
https://www.orthobullets.com/anatomy/10104/posterior-interosseous-nerve,,
https://www.orthobullets.com/trauma/1065/foot-compartment-syndrome,"Pathophysiology
local trauma and soft tissue destruction
>
bleeding and edema
>
increased interstitial pressure
>
vascular occlusion
>
myoneural ischemia
Causes
trauma
fractures (69% of cases)
5-17% of calcaneus fractures result in compartment syndrome
crush injuries
severe ankle sprains
gunshot wounds
tight casts, dressings, or external wrappings
burns
postischemic swelling
bleeding disorders
vascular injury",pain out of proportion to injury
https://www.orthobullets.com/shoulder-and-elbow/3128/shoulder-arthrodesis,,"specific to the underlying condition
necessitating arthrodesis
symptomatic dysfunction of the glenohumeral joint"
https://www.orthobullets.com/hand/6013/swan-neck-deformity,"Mechanism
Pathophysiology
lax volar plate
imbalance of muscle forces on PIP
(extension force > flexion force)
Causes
Seen in
rheumatoid arthritis
Injuries include
MCP joint volar subluxation (rheumatoid arthritis)
mallet finger
FDS laceration
intrinsic contracture",snapping and locking of the fingers
https://www.orthobullets.com/pediatrics/4088/arthrogryposis,"Mechanism
symmetry of contractures due to immobilization in utero
neurogenic (90%)
myopathic (10%)
Pathophysiology
exact mechanism unknown
some mothers have serum antibodies inhibiting the fetal acetylcholine receptors leading to a decreased number of anterior horn cells
Associated conditions
orthopaedic manifestations
upper extremity deformity
teratologic hip subluxation and dislocation
knee contractures
foot conditions
clubfoot
vertical talus
neuromuscular C-shaped scoliosis (33%)
fractures (25%)",
https://www.orthobullets.com/anatomy/10027/flexor-pollicis-longus,,
https://www.orthobullets.com/anatomy/10051/lumbrical-muscles,,
https://www.orthobullets.com/knee-and-sports/3122/pulmonary-conditions-in-athletes,,
https://www.orthobullets.com/anatomy/10080/extensor-digitorum-longus,,
https://www.orthobullets.com/anatomy/10038/extensor-pollicis-brevis,,
https://www.orthobullets.com/anatomy/10042/abductor-pollicis-brevis,,
https://www.orthobullets.com/pediatrics/4083/local-gigantism,"Pathophysiology
congenital causes:
neurofibromatosis
proteus syndrome
klippel-Trenaunay-Weber
acquired causes:
amyloidosis
elephantiasis (filariasis)
av malformation
tumor
acromegaly
Physiology
unknown",pain
https://www.orthobullets.com/anatomy/10064/tensor-fascia-lata,,
https://www.orthobullets.com/anatomy/10077/inferior-gemellus,,
https://www.orthobullets.com/pathology/8019/periosteal-chondromas,,"many are
painful
secondary to irritation                                 of tendons"
https://www.orthobullets.com/anatomy/10060/vastus-medialis,,
https://www.orthobullets.com/recon/12750/tka-heterotopic-ossification,"Pathophysiology
any bone formation in the soft tissues (other than periosteum) that develops after surgery with or without a precipitating event
distinct from myositis ossificans, which evelops after traumatic muscle injury and inflammation",
https://www.orthobullets.com/hand/6051/preisers-disease-scaphoid-avn,,dorsoradial wrist pain
https://www.orthobullets.com/anatomy/10114/inferior-gluteal-nerve,,
https://www.orthobullets.com/anatomy/10008/pectoralis-major,,
https://www.orthobullets.com/anatomy/10055/sartorius,,
https://www.orthobullets.com/hand/6003/ligaments-of-the-fingers,,
https://www.orthobullets.com/hand/6104/human-bite,"Pathophyiology
mechanism
most often result of direct clenched-fist trauma (from tooth) after punching another individual in the mouth
can also result from direct bite (i.e. child biting another child)
pathoanatomy
tooth penetrates capsule of MCP joint
flora (bacteria) from mouth enter joint
bacteria become trapped within joint as fist is released from clenched position
bacteria now caught under extensor tendon and/or capsule
microbiology
typically polymicrobial
most common organisms
alpha-hemolytic streptococcus (S. viridans)
and
staphylococcus aureus
eikonella corrodens
in 7-29%
other gram negative organisms
Associated conditions
extensor tendon lacerations
can be missed due to proximal tendon retraction","progressive development of pain, swelling, erythema, and drainage over wound"
https://www.orthobullets.com/spine/2028/disk-space-infection--pediatric,"Pathophysiology
pathoanatomy
in children blood vessels extend from the cartilaginous end plate into the nucleus pulposus
this allows direct inoculation of the disc
infection may spread from the end plate to the disc space and vertebral body
in adult patients, blood vessels extend only to the annulus fibrosis
this limits the incidence of isolated disc space infections in adults
microbiology
staphylococcus aureus
is most common causative organism (>80%)
tuberculosis
always consider as organism, especially if patient is not improving with first line antibiotics
salmonella
in sickle cell anemia patients, salmonella may be the causative organism",
https://www.orthobullets.com/pathology/8031/fibrosarcoma-of-bone,,pain and swelling
https://www.orthobullets.com/pediatrics/322137/pediatric-pelvis-trauma-radiographic-evaluation,,
https://www.orthobullets.com/hand/6052/gymnasts-wrist-distal-radial-physeal-stress-syndrome,"Pathophysiology
wrist undergoes supraphysiological loads due to use as a weight bearing joint.
repetitive stress causes inflammation at growth plate of distal radius.
microtrauma can lead to premature closure of distal radial physis resulting in secondary overgrowth of ulna.
Associated conditions
orthopaedic
distal ulnar overgrowth
positive ulnar variance","wrist pain
usually radial sided
may be chronic in nature"
https://www.orthobullets.com/trauma/422820/morel-lavallee-lesion,"Pathophysiology
divided into 4 stages:
shearing forces to soft-tissue envelope lead to separation of the dermis from the underlying fascia
injured lymphatics and vasculature from the injured subdermal plexus produce
these components are then replaced by serosanguinous fluid as the lesion enlarges
finally, if left untreated during the acute stage, local inflammation leads to pseudocapsule formation and lesion maturation as the body attempts to sequester the space
bacterial colonization of the fluid occurs in up to 46% of lesions
Associated conditions
orthopaedic conditions
pelvic and acetabular fractures
proximal femur fractures","often minimally symptomatic or marginalized due to underlying distracting injuries or patient body habitus
up to
33% of lesions are missed
at the time of index evaluation
chronic lesions may lead to cosmetic issues"
https://www.orthobullets.com/trauma/322133/adult-ankle-radiographs,,
https://www.orthobullets.com/basic-science/322121/scleroderma,"Pathophysiology
multifactorial
includes genetic predisposition and environmental triggers
pathophysiology
triad
collagen deposition with fibrosis
excessive deposition of collagen and other elements of the extracellular matrix in skin and internal organs
noninflammatory vasculopathy
due to
fibroproliferation of microvasculature
autoimmunity
chronic inflammation with alterations of humoral and cellular immunity
increased release of inflammatory cells help initiate and propagate the fibrotic process
Genetics
inheritance pattern
usually sporadic
mutations
HLA
STAT4
associated with
limited scleroderma
IRF5
associated with
diffuse scleroderma
Associated conditions
other autoimmune diseases
esophageal dysmotility
atrophy of smooth muscles in  esophagus can cause decreased lower esophageal  sphincter pressure and  dysmotility, leading to increased dysphagia and  acid reflux","skin
diffuse pruritus
Raynaud phenomenon
decreased blood flow to skin due to vasospams from either cold temperatures or stress
color of affected area, commonly the digits, change from white (ischemia) to blue (hypoxia) to red (reperfusion)
musculoskeletal
mylagias
arthralgias
osteolysis (especially calcaneal)
gastrointestinal
acid reflux
respiratory
progressive dyspnea
dry cough
due to restrictive lung disease
cardiac
palpitations or irregular heart beats
renal
hypertension"
https://www.orthobullets.com/spine/2062/diastematomyelia,"Pathoanatomy
a congenital anomaly believed to be caused by
persistence of neuroenteric canal
present during 3rd and 4th week of gestation
leads to sagittal division of the spinal cord or cauda equina
if the cord does not reunite distally to the spur, it is considered a diplomyelia (true duplication of the cord)
Associated conditions
congenital scoliosis
as high as 79% in some series
tethering of cord","muscle atrophy
weakness
bladder or bowel incontinence"
https://www.orthobullets.com/anatomy/10069/semitendinosus,,
https://www.orthobullets.com/pediatrics/4096/spondyloepiphyseal-dysplasia-sed,"Pathophysiology
caused by abnormal synthesis of
Type II collagen
primarily affects the vertebrae and epiphysis of bone
Genetics
inheritance pattern
autosomal dominant (SED congenita)
X linked recessive (SED tarda)
random mutation (50% of cases)
mutations
COL2A1
on chromosome 12
Associated conditions
atlantoaxial instability
frequent cause of myelopathy in spondyloepiphyseal dysplasia congenita
nephrotic syndrome (SED tarda)","cervical myelopathy
due to atlantoaxial instability
respiratory difficulty
due to respiratory insufficiency secondary to thoracic dysplasia
problems with vision
due to myopia or retinal detachment
hip pain
due to coxa varus
decreased walking distance
due to poor muscular endurance and skeletal deformities"
https://www.orthobullets.com/spine/2070/thoracic-spine-anatomy,,
https://www.orthobullets.com/anatomy/10061/gluteus-maximus,,
https://www.orthobullets.com/pediatrics/12120/cerebral-palsy--foot-conditions,"See Cerebral Palsy General
Foot deformities are common in cerebral palsy and may take several forms including
Equinus
Hallux Valgus
EquinoPlanoValgus
EquinoCavovarus",
https://www.orthobullets.com/foot-and-ankle/7015/mallet-toe,"Pathoanatomy
contracture (or spasm) of FDL because of pressure of toe against the end of shoe
> 70% of patients have a longer digit
rupture of EDL at DIP joint
Deformity may be
flexible or fixed
Congenital mallet toe
associated with
flexion and lateral deviation
of the DIP joint",
https://www.orthobullets.com/anatomy/10050/palmar-interossei,,
https://www.orthobullets.com/anatomy/10083/peroneus-longus,,
https://www.orthobullets.com/recon/5034/hip-arthrodesis,,
https://www.orthobullets.com/shoulder-and-elbow/3038/shoulder-imaging,,
https://www.orthobullets.com/anatomy/10133/compartments-of-leg,,
https://www.orthobullets.com/hand/6061/ring-avulsion-injuries,"Mechanism of injury
patients catch their wedding band or other finger ring on moving machinery or protruding object
skin, nerves, vessels
are often damaged
long segment
of macro- and microscopic
vascular
injury from crushing, shearing and avulsion","pain
bleeding
lack of sensation at tip"
https://www.orthobullets.com/pathology/8013/osteoblastoma,"Genetics
Rearrangements of FOS (Chr 14) and FOSB (Chr 19) are reported
Associated conditions
oncogenic osteomalacia
secondary ABC
10%-40% associated with secondary ABC","pain
slowly progressive dull aching pain
night pain is not typical
partial response to NSAIDs
may see
neurologic symptoms
with spine involvement"
https://www.orthobullets.com/anatomy/10059/vastus-intermedius,,
https://www.orthobullets.com/pediatrics/4073/iselins-disease,"Pathophysiology
due to repetitive traction of peroneus brevis tendon at the site of its attachment","pain in lateral foot
worse with activity and improves with rest"
https://www.orthobullets.com/spine/12284/clay-shoveler-fracture-cervical-spinous-process-fractures,"Associated conditions
usually occurs in isolation
other orthopaedic injuries to consider
lamina fracture
facet dislocations","sudden onset of pain between the shoulder blades or base of neck
reduced head/neck ROM"
https://www.orthobullets.com/hand/6094/vascular-evaluation-of-the-hand,,
https://www.orthobullets.com/shoulder-and-elbow/3064/thoracic-outlet-syndrome,"Type
neurogenic
is most common (95%)
vascular may be venous (4%) or arterial (< 1%)
more common in athletic males compared to athletic females
Pathophysiology
most cases are thought to stem from
anatomic predisposition
with
superimposed neck trauma
(acute or chronic repetitive stress)
anatomically, can be organized into
soft tissue (70%)
and
osseous (30%)
abnormalities
soft tissue
scalene muscle abnormalities
hypertrophy of anterior scalene
passage of the brachial plexus through the anterior scalene muscle
rather than posterior within the interscalene triangle
variable origin and insertion
anterior insertion of the middle scalene muscle on the 1st rib
scalenus minimus
accessory muscle found in 30-50% of patients with TOS
originates from cervical transverse process and inserts onto 1st rib between the subclavian artery and T1 root
anomalous ligaments or bands
fibromuscular bands
increase stiffness and decrease compliance of the thoracic outlet
costoclavicular ligament
abnormal insertion implicated in Paget-Schroetter syndrome
soft tissue tumors
Pancoast tumor
tumor of the pulmonary apex
1-3% of lung cancer cases
generally lack typical symptoms of lung cancer (cough, hemopytsis and dyspnea)
neuroblastomas
schwannoma of the brachial plexus
abnormal pectoralis minor
osseous
cervical rib
occur in < 1% of the population
arise from the 7th cervical vertebra
four types
type 1: complete rib that articulates with the first rib or manubrium
type 2: incomplete rib with a free distal bulbous tip
type 3: incomplete rib with distal attachment via fibrous band
type 4: short bar of bone (millimeters) extending beyond the C7 transverse process
prominent C7 transverse process
abnormal
clavicle
or
first rib
acute fracture displacement
hypertrophic fracture callus formation
fracture malunion
acromioclavicular (AC) or sternoclavicular (SC) joint injury or dislocation
osseous tumors
bone metastasis to first rib
breast, prostate, kidney
osteoid osteoma
chronic overuse
repetitive shoulder use
frequent lifting above the level of the shoulder
extreme arm positions, including hyperabduction
athletes at risk
weight lifting
rowing
swimming
vascular
repetitive compression over time can result vessel damage
aneursym formation
thrombosis
embolic events
limb-threatening ischemia
Associated conditions
Paget-Schroetter syndrome
type of venous thoracic outlet syndrome seen in well-developed young athletes
intermittent obstruction of the subclavian vein in the costoclavicular space by
abnormal costoclavicular ligament
anterior scalene muscle hypertrophy
results in upper extremity deep vein thrombosis",
https://www.orthobullets.com/basic-science/9028/hypoparathyroidism,"Findings
decreased plasma calcium levels
increased plasma phosphate levels
decreased 1,25(OH)2 Vitamin D levels
Etiology
iatrogenic
thyroidectomy
most common cause
Pathophysiology
decreased PTH levels cause
decreased urinary excretion of phosphate at kidneys
serum phosphate levels increase
decreased conversion of inactive form of vitamin D to active form
1,25(OH)2-vitamin levels decrease","hypocalcemia
more common in
hypoparathyroidism
neuromuscular irritability
Chvostek's sign
seizures
tetany
cataracts
fungal infections of the nail
hair loss
skin changes
vitiligo
blotchiness of skin"
https://www.orthobullets.com/spine/12102/extension-teardrop-fracture-cervical-spine,"Pathophysiology
extension mechanism causes disruption of the anterior longitudinal ligament (ALL)
represents a true avulsion often of an anterior osteophyte
distinguish from a flexion teardrop fracture
larger fragment produced by compression
extension teardrop fractures are stable in flexion, and unstable in extension
not considered as severe as flexion teardrop fractures
Associated conditions
central cord syndrome
buckling of the ligamentum flavum into canal during hyperextension phase of injury
risk factors
elderly
anterior osteophytes and posterior infolded ligamentum flavum
can be seen in diving accidents
not usually associated with spinal cord injuries",neck pain
https://www.orthobullets.com/spine/2027/spinal-tuberculosis,"Pathoanatomy
early infection
begins in the metaphysis of the vertebral body
spreads under the anterior longitudinal ligament and leads to
contiguous multilevel involvement
skip lesion or noncontiguous segments (15%)
paraspinal abscess formation (50%)
usually anterior and can be quite large (much more common in TB than pyogenic infections)
initially does not involve the disc space (distinguishes from pyogenic osteomyelitis, but can be misdiagnosed as a neoplastic lesion)
chronic infection
severe
kyphosis
mean deformity in nonoperative cases is 15°
in 5% of patients, deformity is >60°
higher rate of progression of kyphosis when involvement of the vertebral body and posterior elements
infection is often diagnosed late, there is often much more severe kyphosis in granulomatous spinal infections compared to pyogenic infections
in adults
kyphosis stays static after healing of disease
in children
kyphosis progresses in 40% of cases because of growth spurt
classification of progression (Rajasekaran)
Type-I, increase in deformity until cessation of growth
should be treated with surgery
Type-II, decreasing progression with growth
Type-III, minimal change during either active / healed phases.","onset of symptoms of tuberculous spondylitis is typically more insidious than pyogenic infection
constitutional symptoms
chronic illness
malaise
night sweats
weight loss
back pain
often a late symptom that only occurs after significant boney destruction and deformity."
https://www.orthobullets.com/anatomy/10101/dorsal-interossei-lpn,,
https://www.orthobullets.com/hand/6008/physical-exam-of-the-hand,,
https://www.orthobullets.com/trauma/12770/clavicle-fractures--distal,"Pathophysiology
mechanism
similar mechanism to midshaft clavicle fractures
usually occurs after a direct compressive force is applied to the shoulder, i.e. after a fall or trauma
pathoanatomy
fracture displacement corresponds to
fracture
location
(e.g. extra-articular vs. intra-articular)
fracture
pattern
(e.g. simple vs. comminuted)
integrity of the
coracoclavicular ligments
conoid (medial) and trapezoid (lateral) provide primary resistance to superior displacement of the lateral clavicle
age
(e.g. pediatric patients usually have an intact periosteal sleeve)
deforming forces include
Associated conditions
rare but may include
floating shoulder
scapulothoracic dissociation
should be considered with significantly distracted or widened fractures
rib fracture
pneumothorax
neurovascular injury",anterior shoulder pain
https://www.orthobullets.com/anatomy/10089/tibialis-posterior,,
https://www.orthobullets.com/recon/12769/hip-anatomy,,
https://www.orthobullets.com/foot-and-ankle/12278/orthotics,,
https://www.orthobullets.com/pediatrics/4065/equinovalgus-foot,"Pathophysiology
primary deformities
midfoot abduction
hindfoot valgus
equinus contracture
secondary deformity
forefoot supination
muscle imbalances
spasticity and/or overpull of
peroneals
gastoc-soleus complex
weakness of
posterior tibialis
anterior tibialis
pathomechanics
results in
lever arm dysfunction
during gait
due to shortened lever arm and non-rigid lever
patient is bearing weight on the medial border of the foot and possibly the talar head
external rotation of the foot creates
instability during push off
external foot progression","pain
difficulty with brace and/or shoe wear
painful callus over talar head
secondary to weightbearing"
https://www.orthobullets.com/foot-and-ankle/7003/layers-of-the-plantar-foot,,
https://www.orthobullets.com/spine/2068/pediatric-spinal-cord-injury,"Pathophysiology
mechanism of injury includes:
motor vehicle accidents (most common)
falls from height
sport-related injuries
child abuse
sledding and ATV (high risk for thoracolumbar spine injury)
Orthopedic considerations
pattern of injury
cervical spine
occipitoatlantal, atlantoaxial dislocation
atlantoaxial rotatory fixation
odontoid fracture
subaxial ligamentous injuries
spinal cord injury without radiographic abnormality
(SCIWORA)
thoracolumbar spine
compression fracture (most common)
burst fracture
flexion-distraction injury
combined fracture-dislocation
Associated conditions
head injuries (>30%)
intra-thoracic injuries
intra-abdominal injuries",
https://www.orthobullets.com/anatomy/10039/extensor-pollicis-longus,,
https://www.orthobullets.com/knee-and-sports/3092/athletic-pubalgia-and-adductor-strain,"Pathophysiology
mechanism of injury
may be caused by acute trauma or microtrauma caused by overuse
thought to be caused by abdominal hyperextension and thigh abduction
specific injury to the common aponeurosis between the rectus abdominis and adductor longus is thought to be source of pain",lower abdominal pain and inguinal pain at extremes of exertion
https://www.orthobullets.com/recon/12755/knee-physical-exam--adult,,
https://www.orthobullets.com/anatomy/10109/lateral-antebrachial-cut-nerve,,
https://www.orthobullets.com/anatomy/10004/rhomboid-minor-and-major,,
https://www.orthobullets.com/anatomy/10106/median-nerve,,
https://www.orthobullets.com/recon/422991/emerging-technologies-in-arthroplasty,,
https://www.orthobullets.com/shoulder-and-elbow/3049/ac-arthritis,"Pathophysiology
AC joint arthritis is caused by transmission of axial
large loads through a small contact area
resulting in
repetitive microtrauma (same mechanism as distal clavicle osteolysis)","activity related
superior shoulder pain
with overhead activity
with cross body arm adduction
with O'Brien's active compression test (at 90 degrees forward flexion)
exacerbated with pressing motion (i.e. bench press, push-up) and leaning on affected side (i.e. while sleeping)"
https://www.orthobullets.com/anatomy/10016/subscapularis,,
https://www.orthobullets.com/anatomy/10056/pectineus,,
https://www.orthobullets.com/anatomy/10093/flexor-digitorum-brevis,,
https://www.orthobullets.com/pathology/12761/basal-cell-carcinoma,,"typically
asymptomatic
, but may be tender if ulcerated
slow-growing"
https://www.orthobullets.com/pathology/8026/leukemia,"Forms include
acute lymphocytic leukemia (ALL)
neoplastic proliferation of lymphocytes
actue myeloblastic leukemia (AML)
neoplastic proliferation of myeloblasts
chronic myelocytic leukemia (CML)
neoplastic mature myeloid cells (granulocytes)
chronic lymphocytic leukemia (CLL)
neoplastic proliferation of naive B cells","recurrent infections
bleeding
fatigue
lymphadenopathy (more common in CLL)"
https://www.orthobullets.com/anatomy/10058/vastus-lateralis,,
https://www.orthobullets.com/hand/6064/skin-grafting,,
https://www.orthobullets.com/trauma/1063/thigh-compartment-syndrome,"Pathophysiology
local trauma and soft tissue destruction
>
bleeding and edema
>
increased interstitial pressure
>
vascular occlusion
>
myoneural ischemia
Causes
trauma (most common)
ipsilateral femur fractures
increased incidence with
open fractures
crush injuries
contusions
gunshot wounds
tight casts, dressings, or external wrappings
extravasation of IV infusion
burns
postischemic swelling
bleeding disorders
arterial injury","pain out of proportion to clinical situation is usually first symptom
may be absent in cases of nerve damage
pain is difficult to assess in a
polytrauma patient
and impossible to assess in a
sedated patient
difficult to assess in children (unable to verbalize)"
https://www.orthobullets.com/hand/6075/clinodactyly,"Pathoanatomy
middle phalanx of small finger most commonly affected
Genetics
autosomal dominant inheritance",
https://www.orthobullets.com/pediatrics/4076/congenital-hallux-varus-atavistic-great-toe,"Pathophysiology
deformity at metatarsophalangeal joint due to
imbalance between the great toe abductor and adductors
pathoanatomy
firm, fibrous, band-like
abductor hallucis muscle
short, thick first metatarsal
longitudinal bracket epiphysis of the 1st metatarsal
underlying skeletal dysplasia (diastrophic dwarfism)
do not confuse with metatarus primus varus
varus deformity of the 1st metatarsal (no deformity at MTP joint)
Associated conditions
often associated with
polydactyly","cosmetic deformity
difficult to put on shoes
usually painless"
https://www.orthobullets.com/anatomy/10135/long-thoracic-nerve,,
https://www.orthobullets.com/trauma/423122/military-orthopaedics,,
https://www.orthobullets.com/trauma/1026/radioulnar-synostosis,,"pain with incomplete synostosis
no pain with complete synostosis"
https://www.orthobullets.com/trauma/322136/adult-pelvis-radiographs,,
https://www.orthobullets.com/anatomy/10057/rectus-femoris,,
https://www.orthobullets.com/pediatrics/10132/gaucher-disease,"Mechanism
deficiency in B
-glucocerebrosidase
Pathophysiology
cell biology
enzyme deficency leads to disturbances in cell metabolism with
accumulation of sphingolipids in the
liver
spleen
bone marrow
Genetics
inheritance pattern
autosomal recessive
classification
Type 1 (B-glucocerebrosidase deficency) is
most common
Type 2
Type 3 (with CNS involvement)",
https://www.orthobullets.com/pediatrics/4067/calcaneovalgus-foot,"Pathophysiology
usually a positional deformity of the foot caused by
intrauterine ""packaging""",
https://www.orthobullets.com/shoulder-and-elbow/3061/scapulothoracic-crepitus,"Pathophysiology
predisposing abnormal anatomy
6% of scapulae have some superomedial hooking
malunion of scapula or rib fractures
history of resection of 1st rib for thoracic outlet syndrome
overuse
with normal anatomy
inflammation from overuse results in
chronic inflammation
, causing bursal fibrosis,
bursitis
, snapping
bony or soft tissue masses
osteochondroma
elastofibroma dorsi
a benign soft tissue tumor
scapular chondrosarcoma
Associated conditions
Scoliosis, kyphosis
scapulothoracic dyskinesis","patient complains of ""popping"" of scapula
painful crepitus
with elevation of arm
pain relieved with stabilization of scapula"
https://www.orthobullets.com/basic-science/9027/hypocalcemia,,
https://www.orthobullets.com/spine/2013/occipital-condyle-fractures,,"high cervical pain
neck stiffness
double vision
upper and lower extremity weakness"
https://www.orthobullets.com/foot-and-ankle/7010/sesamoid-injuries-of-the-hallux,"Specific injuries
fracture (caused by hyperextension and axial loading)
dislocation
sprain ""
turf toe
""
sesamoiditis (trauma or infection)
chondromalacia
osteochondritis dissecans
FHB tendonitis","generalized big toe pain
worse in terminal part of stance phase"
https://www.orthobullets.com/hand/6025/wartenbergs-syndrome,"Pathoanatomy
SRN compressed by scissoring action of
brachioradialis
and
ECRL tendons
during
forearm pronation
also by
fascial bands
at its exit site in the subcutaneous plane
Associated conditions
associated with De Quervain's disease in 20-50%","ill-defined pain over dorsoradial hand
(does not like to wear watch)
paresthesias over dorsoradial hand
numbness
symptom aggravation by motions involving
repetitive wrist flexion and ulnar deviation
no motor weakness"
https://www.orthobullets.com/trauma/322086/adult-knee-radiographic-views,,
https://www.orthobullets.com/anatomy/10090/flexor-digitorum-longus,,
https://www.orthobullets.com/hand/6024/radial-tunnel-syndrome,"Pathophysiology
involves same sites of compression as PIN syndrome
include (from proximal to distal)
fibrous bands anterior to radiocapitellar joint
radial recurrent vessels
(leash of Henry
)
medial edge of ECRB
proximal
aponeurotic/tendinous edge of the supinator (
arcade of Frohse
)
most frequent site of entrapment of the PIN
normal radial tunnel pressure 50mmHg
with supinator stretch (forced wrist flexion) pressure increases to 250mmHg
distal
edge of the superficial layer of the supinator
risks
constant prono-supination with 1kg force and elbow in 0°-45° flexion
Associated conditions
lateral epicondylitis
RTS is difficult to distinguish from lateral epicondylitis and
coexists in 5%
of patients","deep aching pain in dorsoradial proximal forearm
from lateral elbow to wrist
increases during forearm rotation and lifting activities
muscle weakness
because of
pain
and not muscle denervation"
https://www.orthobullets.com/shoulder-and-elbow/3037/shoulder-exam,,
https://www.orthobullets.com/basic-science/9051/hemophilic-arthropathy,"Pathophysiology
mechanism of injury
persistent minor trauma
root bleeding disorder may be
hemophilia A
X-linked recessive
decrease factor VIII
hemophilia B - Christmas disease
X-linked recessive
decreased factor IX
von Willebrand's disease
rare cause of joint bleeds
more commonly mucosal bleeding
autosomal dominant
abnormal factor VIII with platelet dysfunction
pathoanatomy
synovitis -> cartilage destruction (enzyme based) -> joint deformity
Associated conditions
orthopaedic manifestations
hemarthrosis
intramuscular hematoma
(pseudotumor)
may lead to nerve compression
femoral nerve palsy
may be caused by iliacus hematomas
leg length discrepancy
due to epiphyseal overgrowth
fractures
due to generalized osteopenia
normal healing chronology
medical conditions and comorbidities
HIV
prevalence up to 90% in hemophiliacs","painful range of motion of joints
hemarthrosis
the knee is most commonly affected
acute
presentation will show a
painful
and
tense joint effusion
subacute
occurs
after two prior bleeds
chronic
presentation will
demonstrate contractures
or
arthritis
paresthesias
in the L4 distribution
caused by
iliacus hematoma
that compress femoral nerve"
https://www.orthobullets.com/pathology/8066/dermatofibrosarcoma-protuberans,"Variants
Bednar tumor
pigmented variant that is 7.5x more common in African Americans
fibrosarcomatous
more aggressive variant with poor prognosis
Genetics
mutations
associated with
t(17;22)
encodes for PDGF-beta chain (PDGFB)/collagen type I alpha 1 (COL1A1) fusion protein","Presentation
usually an slowly enlarging painless mass
composed of firm irregular nodules
may have dark red or blue discoloration"
https://www.orthobullets.com/basic-science/9029/pseudohypoparathyroidism,"Mechanism
PTH resistance
decreased target cell response to PTH",
https://www.orthobullets.com/pathology/8004/radiation-therapy,,
https://www.orthobullets.com/anatomy/10047/flexor-digiti-minimi-brevis,,
https://www.orthobullets.com/pathology/8070/angiosarcoma,,"Symptoms
pain
symptoms often insidious
Physical exam
hallmarked with
overlying skin changes"
https://www.orthobullets.com/anatomy/10096/lumbricals,,
https://www.orthobullets.com/trauma/1033/ilium-fractures,,
https://www.orthobullets.com/trauma/1020/coronoid-fractures,"Types
isolated coronoid fracture
less common than previously thought
coronoid fracture + associated injuries
commonly occur with elbow dislocation
associated with recurrent instability after dislocation
Mechanism
traumatic
shear injury
typically occurs as distal humerus is driven against coronoid with an episode of severe varus stress or posterior subluxation
not an avulsion injury as nothing inserts on tip
Pathoanatomy
fractures at the coronoid base can amplify elbow instability given that
anterior bundle of the medial ulnar collateral ligament attaches to the sublime tubercle 18 mm distal to tip
anterior capsule attaches 6 mm distal to the tip of the coronoid
Associated conditions
posteromedial rotatory instability
coronoid anteromedial facet fracture and LCL disruption
results from a varus deforming force
posterolateral rotatory instability
coronoid tip fracture, radial head fracture, and LCL injury
olecranon fracture-dislocation
usually associated with a large coronoid fracture
terrible triad of elbow
coronoid fracture (transverse fracture pattern), radial head fracture, and elbow dislocation","elbow deformity & swelling
elbow pain
forearm or wrist pain may be a sign of associated injuries"
https://www.orthobullets.com/anatomy/10028/pronator-quadratus,,
https://www.orthobullets.com/shoulder-and-elbow/3072/latissimus-dorsi-rupture,"Mechanism
felt to be
eccentric overload
during the follow-through of the throwing motion",
https://www.orthobullets.com/pediatrics/4099/metaphyseal-chondrodysplasia,"Pathophysiology
metaphyseal dysplasia involving the
proliferative
and
hypertrophic
zone of the physis (epiphysis is normal)
Genetics
three main subtypes
Jansen (rare, most severe form)
autosomal dominant
genetic defect in
parathryoid hormone-related peptide (PTHrP)
Schmid (more common, less severe form)
autosomal dominant
genetic defect in type X collagen
McKusick
autosomal recessive
most commonly occurs in Amish and Finnish populations
cartilage-hair dysplasia (hypoplasia of cartilage and small diameter of hair)
Associated conditions
birth defects
can be mimicked by teratogenic
rickets
Schmid type often confused for rickets",
